wid,name,url,domain
134,Bone Rattler,https://mariokart.fandom.com/wiki/Bone_Rattler,mariokart.fandom.com
135,Boo,https://mariokart.fandom.com/wiki/Boo,mariokart.fandom.com
136,Boo Lake,https://mariokart.fandom.com/wiki/Boo_Lake,mariokart.fandom.com
137,Boo Pipes,https://mariokart.fandom.com/wiki/Boo_Pipes,mariokart.fandom.com
138,Boomerang Bro,https://mariokart.fandom.com/wiki/Boomerang_Bro,mariokart.fandom.com
139,Boomerang Flower,https://mariokart.fandom.com/wiki/Boomerang_Flower,mariokart.fandom.com
140,Booster Course Pass,https://mariokart.fandom.com/wiki/Booster_Course_Pass,mariokart.fandom.com
141,Booster Seat,https://mariokart.fandom.com/wiki/Booster_Seat,mariokart.fandom.com
142,Boss Bass,https://mariokart.fandom.com/wiki/Boss_Bass,mariokart.fandom.com
143,Boss Galaga,https://mariokart.fandom.com/wiki/Boss_Galaga,mariokart.fandom.com
144,Boulder,https://mariokart.fandom.com/wiki/Boulder,mariokart.fandom.com
145,Bouncing Note,https://mariokart.fandom.com/wiki/Bouncing_Note,mariokart.fandom.com
146,Bowser,https://mariokart.fandom.com/wiki/Bowser,mariokart.fandom.com
147,Bowser's Castle,https://mariokart.fandom.com/wiki/Bowser%27s_Castle,mariokart.fandom.com
148,Bowser's Castle (3DS),https://mariokart.fandom.com/wiki/Bowser%27s_Castle_(3DS),mariokart.fandom.com
149,Bowser's Castle (Arcade),https://mariokart.fandom.com/wiki/Bowser%27s_Castle_(Arcade),mariokart.fandom.com
150,Bowser's Castle (GCN),https://mariokart.fandom.com/wiki/Bowser%27s_Castle_(GCN),mariokart.fandom.com
151,Bowser's Castle (N64),https://mariokart.fandom.com/wiki/Bowser%27s_Castle_(N64),mariokart.fandom.com
152,Bowser's Castle (Wii),https://mariokart.fandom.com/wiki/Bowser%27s_Castle_(Wii),mariokart.fandom.com
153,Bowser's Castle (Wii U),https://mariokart.fandom.com/wiki/Bowser%27s_Castle_(Wii_U),mariokart.fandom.com
154,Bowser/Gallery,https://mariokart.fandom.com/wiki/Bowser/Gallery,mariokart.fandom.com
155,Bowser (Santa),https://mariokart.fandom.com/wiki/Bowser_(Santa),mariokart.fandom.com
156,Bowser Castle (DS),https://mariokart.fandom.com/wiki/Bowser_Castle_(DS),mariokart.fandom.com
157,Bowser Castle (GBA),https://mariokart.fandom.com/wiki/Bowser_Castle_(GBA),mariokart.fandom.com
158,Bowser Castle (SNES),https://mariokart.fandom.com/wiki/Bowser_Castle_(SNES),mariokart.fandom.com
159,Bowser Castle 1 (GBA),https://mariokart.fandom.com/wiki/Bowser_Castle_1_(GBA),mariokart.fandom.com
160,Bowser Castle 1 (SNES),https://mariokart.fandom.com/wiki/Bowser_Castle_1_(SNES),mariokart.fandom.com
161,Bowser Castle 2 (GBA),https://mariokart.fandom.com/wiki/Bowser_Castle_2_(GBA),mariokart.fandom.com
162,Bowser Castle 2 (SNES),https://mariokart.fandom.com/wiki/Bowser_Castle_2_(SNES),mariokart.fandom.com
163,Bowser Castle 3 (GBA),https://mariokart.fandom.com/wiki/Bowser_Castle_3_(GBA),mariokart.fandom.com
164,Bowser Castle 3 (SNES),https://mariokart.fandom.com/wiki/Bowser_Castle_3_(SNES),mariokart.fandom.com
165,Bowser Castle 4,https://mariokart.fandom.com/wiki/Bowser_Castle_4,mariokart.fandom.com
166,Bowser Jr.,https://mariokart.fandom.com/wiki/Bowser_Jr.,mariokart.fandom.com
167,Bowser Kite,https://mariokart.fandom.com/wiki/Bowser_Kite,mariokart.fandom.com
168,Bowser Shell,https://mariokart.fandom.com/wiki/Bowser_Shell,mariokart.fandom.com
169,Bowser Statue,https://mariokart.fandom.com/wiki/Bowser_Statue,mariokart.fandom.com
170,Bowser Tour (2022),https://mariokart.fandom.com/wiki/Bowser_Tour_(2022),mariokart.fandom.com
171,Bowser Tour (2023),https://mariokart.fandom.com/wiki/Bowser_Tour_(2023),mariokart.fandom.com
172,Bowser vs. DK Tour,https://mariokart.fandom.com/wiki/Bowser_vs._DK_Tour,mariokart.fandom.com
173,Broken Pier,https://mariokart.fandom.com/wiki/Broken_Pier,mariokart.fandom.com
174,Broken Wheel,https://mariokart.fandom.com/wiki/Broken_Wheel,mariokart.fandom.com
175,Brolder,https://mariokart.fandom.com/wiki/Brolder,mariokart.fandom.com
176,Bruiser,https://mariokart.fandom.com/wiki/Bruiser,mariokart.fandom.com
177,Brute,https://mariokart.fandom.com/wiki/Brute,mariokart.fandom.com
178,Bubble,https://mariokart.fandom.com/wiki/Bubble,mariokart.fandom.com
179,Builder Luigi,https://mariokart.fandom.com/wiki/Builder_Luigi,mariokart.fandom.com
180,Builder Mario,https://mariokart.fandom.com/wiki/Builder_Mario,mariokart.fandom.com
181,Builder Toad,https://mariokart.fandom.com/wiki/Builder_Toad,mariokart.fandom.com
182,Builder Toadette,https://mariokart.fandom.com/wiki/Builder_Toadette,mariokart.fandom.com
183,Bullet Bike,https://mariokart.fandom.com/wiki/Bullet_Bike,mariokart.fandom.com
184,Bullet Bill,https://mariokart.fandom.com/wiki/Bullet_Bill,mariokart.fandom.com
185,Bullet Blaster,https://mariokart.fandom.com/wiki/Bullet_Blaster,mariokart.fandom.com
186,Bumble V,https://mariokart.fandom.com/wiki/Bumble_V,mariokart.fandom.com
187,Bumper,https://mariokart.fandom.com/wiki/Bumper,mariokart.fandom.com
188,Button,https://mariokart.fandom.com/wiki/Button,mariokart.fandom.com
189,CPU,https://mariokart.fandom.com/wiki/CPU,mariokart.fandom.com
190,Cact-X,https://mariokart.fandom.com/wiki/Cact-X,mariokart.fandom.com
191,Cannon,https://mariokart.fandom.com/wiki/Cannon,mariokart.fandom.com
192,Cape Feather,https://mariokart.fandom.com/wiki/Cape_Feather,mariokart.fandom.com
193,Capsule,https://mariokart.fandom.com/wiki/Capsule,mariokart.fandom.com
194,Captain Toad,https://mariokart.fandom.com/wiki/Captain_Toad,mariokart.fandom.com
195,Car,https://mariokart.fandom.com/wiki/Car,mariokart.fandom.com
196,Car Horn,https://mariokart.fandom.com/wiki/Car_Horn,mariokart.fandom.com
197,Cardboard Goomba,https://mariokart.fandom.com/wiki/Cardboard_Goomba,mariokart.fandom.com
198,Carlee McManus,https://mariokart.fandom.com/wiki/Carlee_McManus,mariokart.fandom.com
199,Castle Wall,https://mariokart.fandom.com/wiki/Castle_Wall,mariokart.fandom.com
200,Cat Cruiser,https://mariokart.fandom.com/wiki/Cat_Cruiser,mariokart.fandom.com
201,Cat Peach,https://mariokart.fandom.com/wiki/Cat_Peach,mariokart.fandom.com
202,Cat Toad,https://mariokart.fandom.com/wiki/Cat_Toad,mariokart.fandom.com
203,Cat Tour (2021),https://mariokart.fandom.com/wiki/Cat_Tour_(2021),mariokart.fandom.com
204,Cat Tour (2022),https://mariokart.fandom.com/wiki/Cat_Tour_(2022),mariokart.fandom.com
205,Cataquack,https://mariokart.fandom.com/wiki/Cataquack,mariokart.fandom.com
206,Chain-link Path,https://mariokart.fandom.com/wiki/Chain-link_Path,mariokart.fandom.com
207,Chain Chomp,https://mariokart.fandom.com/wiki/Chain_Chomp,mariokart.fandom.com
208,Chain Chomp Wheel,https://mariokart.fandom.com/wiki/Chain_Chomp_Wheel,mariokart.fandom.com
209,Characters,https://mariokart.fandom.com/wiki/Characters,mariokart.fandom.com
210,Chargin' Chuck,https://mariokart.fandom.com/wiki/Chargin%27_Chuck,mariokart.fandom.com
211,Cheep-Cheep,https://mariokart.fandom.com/wiki/Cheep-Cheep,mariokart.fandom.com
212,Cheep Charger,https://mariokart.fandom.com/wiki/Cheep_Charger,mariokart.fandom.com
213,Cheep Cheep Beach,https://mariokart.fandom.com/wiki/Cheep_Cheep_Beach,mariokart.fandom.com
214,Cheep Cheep Island,https://mariokart.fandom.com/wiki/Cheep_Cheep_Island,mariokart.fandom.com
215,Cheep Cheep Lagoon,https://mariokart.fandom.com/wiki/Cheep_Cheep_Lagoon,mariokart.fandom.com
216,Cheermellow,https://mariokart.fandom.com/wiki/Cheermellow,mariokart.fandom.com
217,Cheese Land,https://mariokart.fandom.com/wiki/Cheese_Land,mariokart.fandom.com
218,Chief Chilly,https://mariokart.fandom.com/wiki/Chief_Chilly,mariokart.fandom.com
219,Choco Island,https://mariokart.fandom.com/wiki/Choco_Island,mariokart.fandom.com
220,Choco Island 1,https://mariokart.fandom.com/wiki/Choco_Island_1,mariokart.fandom.com
221,Choco Island 2,https://mariokart.fandom.com/wiki/Choco_Island_2,mariokart.fandom.com
222,Choco Island 3,https://mariokart.fandom.com/wiki/Choco_Island_3,mariokart.fandom.com
223,Choco Mountain,https://mariokart.fandom.com/wiki/Choco_Mountain,mariokart.fandom.com
224,Chomp,https://mariokart.fandom.com/wiki/Chomp,mariokart.fandom.com
225,Chubby,https://mariokart.fandom.com/wiki/Chubby,mariokart.fandom.com
226,Circuit Special,https://mariokart.fandom.com/wiki/Circuit_Special,mariokart.fandom.com
227,City Tracks,https://mariokart.fandom.com/wiki/City_Tracks,mariokart.fandom.com
228,City Tripper,https://mariokart.fandom.com/wiki/City_Tripper,mariokart.fandom.com
229,Clampy,https://mariokart.fandom.com/wiki/Clampy,mariokart.fandom.com
230,Classic Dragster,https://mariokart.fandom.com/wiki/Classic_Dragster,mariokart.fandom.com
231,Cloud 9,https://mariokart.fandom.com/wiki/Cloud_9,mariokart.fandom.com
232,Cloud Glider,https://mariokart.fandom.com/wiki/Cloud_Glider,mariokart.fandom.com
233,Cloudtop Cruise,https://mariokart.fandom.com/wiki/Cloudtop_Cruise,mariokart.fandom.com
234,Co-op mode,https://mariokart.fandom.com/wiki/Co-op_mode,mariokart.fandom.com
235,Coconut Mall,https://mariokart.fandom.com/wiki/Coconut_Mall,mariokart.fandom.com
236,Coin,https://mariokart.fandom.com/wiki/Coin,mariokart.fandom.com
237,Coin Box,https://mariokart.fandom.com/wiki/Coin_Box,mariokart.fandom.com
238,Coin Runners,https://mariokart.fandom.com/wiki/Coin_Runners,mariokart.fandom.com
239,Comet,https://mariokart.fandom.com/wiki/Comet,mariokart.fandom.com
240,Cookie Land,https://mariokart.fandom.com/wiki/Cookie_Land,mariokart.fandom.com
241,Cooking Tour,https://mariokart.fandom.com/wiki/Cooking_Tour,mariokart.fandom.com
242,Course map,https://mariokart.fandom.com/wiki/Course_map,mariokart.fandom.com
243,Crate,https://mariokart.fandom.com/wiki/Crate,mariokart.fandom.com
244,Crazy 8,https://mariokart.fandom.com/wiki/Crazy_8,mariokart.fandom.com
245,Crimson Slim,https://mariokart.fandom.com/wiki/Crimson_Slim,mariokart.fandom.com
246,Cruiser,https://mariokart.fandom.com/wiki/Cruiser,mariokart.fandom.com
247,Crusher,https://mariokart.fandom.com/wiki/Crusher,mariokart.fandom.com
248,Cucumber,https://mariokart.fandom.com/wiki/Cucumber,mariokart.fandom.com
249,Current position,https://mariokart.fandom.com/wiki/Current_position,mariokart.fandom.com
250,Cushion,https://mariokart.fandom.com/wiki/Cushion,mariokart.fandom.com
251,Cyber Slick,https://mariokart.fandom.com/wiki/Cyber_Slick,mariokart.fandom.com
252,D.K.'s Jungle Parkway,https://mariokart.fandom.com/wiki/D.K.%27s_Jungle_Parkway,mariokart.fandom.com
253,DK Cup,https://mariokart.fandom.com/wiki/DK_Cup,mariokart.fandom.com
254,DK Jumbo,https://mariokart.fandom.com/wiki/DK_Jumbo,mariokart.fandom.com
255,DK Jungle,https://mariokart.fandom.com/wiki/DK_Jungle,mariokart.fandom.com
256,DK Mountain,https://mariokart.fandom.com/wiki/DK_Mountain,mariokart.fandom.com
257,DK Pass,https://mariokart.fandom.com/wiki/DK_Pass,mariokart.fandom.com
258,DK Summit,https://mariokart.fandom.com/wiki/DK_Summit,mariokart.fandom.com
259,DLC,https://mariokart.fandom.com/wiki/DLC,mariokart.fandom.com
260,Daisy (Fairy),https://mariokart.fandom.com/wiki/Daisy_(Fairy),mariokart.fandom.com
261,Daisy (Farmer),https://mariokart.fandom.com/wiki/Daisy_(Farmer),mariokart.fandom.com
262,Daisy (Holiday Cheer),https://mariokart.fandom.com/wiki/Daisy_(Holiday_Cheer),mariokart.fandom.com
263,Daisy (Sailor),https://mariokart.fandom.com/wiki/Daisy_(Sailor),mariokart.fandom.com
